frame,x,dx_home,PheroAAlong,PheroAFront,Carrying,CarryingFood,crop_cells,spoil,heading,Energy,Crowding,AtNest,FoodAdjacent,Stillness,h0,h1,PheroBAlong,PheroBFront,h2,h3,p_move,p_tumble,trail_term,move_presquash
1,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.97847,0.97805,0.60034,0.00000,0.00000,0.25106
2,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.97847,0.97805,0.60034,0.00000,0.00000,0.25106
3,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.97847,0.97805,0.60034,0.00000,0.00000,0.25106
4,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.97847,0.97805,0.60034,0.00000,0.00000,0.25106
5,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.97847,0.97805,0.60034,0.00000,0.00000,0.25106
6,85,-1,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.97847,0.97805,0.58798,0.00000,0.00000,0.21354
7,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.97847,0.97805,0.58798,0.00000,0.00000,0.21354
8,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.97847,0.97805,0.58798,0.00000,0.00000,0.21354
9,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.97847,0.97805,0.58798,0.00000,0.00000,0.21354
10,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.97847,0.97805,0.58798,0.00000,0.00000,0.21354
11,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.97847,0.97805,0.58798,0.00000,0.00000,0.21354
12,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58799,0.00000,0.00000,0.21357
13,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58799,0.00000,0.00000,0.21357
14,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58799,0.00000,0.00000,0.21357
15,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58799,0.00000,0.00000,0.21357
16,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58799,0.00000,0.00000,0.21357
17,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58799,0.00000,0.00000,0.21357
18,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0001,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58803,0.00000,0.00000,0.21369
19,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0001,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58803,0.00000,0.00000,0.21369
20,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0001,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58803,0.00000,0.00000,0.21369
21,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0001,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58803,0.00000,0.00000,0.21369
22,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0001,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58803,0.00000,0.00000,0.21369
23,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0001,-0.97826,-0.97826,0.07272,0.06636,0.97847,0.97805,0.58803,0.00000,0.00000,0.21369
24,85,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.91281,0.00049,0.97532,0.98057,0.59587,0.00000,0.00000,0.23724
25,85,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.91281,0.00049,0.97532,0.98057,0.59587,0.00000,0.00000,0.23724
26,85,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.91281,0.00049,0.97532,0.98057,0.59587,0.00000,0.00000,0.23724
27,85,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.91281,0.00049,0.97532,0.98057,0.59587,0.00000,0.00000,0.23724
28,85,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.91281,0.00049,0.97532,0.98057,0.59587,0.00000,0.00000,0.23724
29,85,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.91281,0.00049,0.97532,0.98057,0.59587,0.00000,0.00000,0.23724
30,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0004,-0.97826,-0.97826,0.07253,0.05998,0.97846,0.97805,0.60054,0.00000,0.00000,0.25168
31,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0004,-0.97826,-0.97826,0.07253,0.05998,0.97846,0.97805,0.60054,0.00000,0.00000,0.25168
32,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0004,-0.97826,-0.97826,0.07253,0.05998,0.97846,0.97805,0.60054,0.00000,0.00000,0.25168
33,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0004,-0.97826,-0.97826,0.07253,0.05998,0.97846,0.97805,0.60054,0.00000,0.00000,0.25168
34,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0004,-0.97826,-0.97826,0.07253,0.05998,0.97846,0.97805,0.60054,0.00000,0.00000,0.25168
35,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0004,-0.97826,-0.97826,0.07253,0.05998,0.97846,0.97805,0.60054,0.00000,0.00000,0.25168
36,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0007,-0.97826,-0.97826,0.07232,0.05495,0.97846,0.97805,0.60065,0.00000,0.00000,0.25204
37,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0007,-0.97826,-0.97826,0.07232,0.05495,0.97846,0.97805,0.60065,0.00000,0.00000,0.25204
38,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0007,-0.97826,-0.97826,0.07232,0.05495,0.97846,0.97805,0.60065,0.00000,0.00000,0.25204
39,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0007,-0.97826,-0.97826,0.07232,0.05495,0.97846,0.97805,0.60065,0.00000,0.00000,0.25204
40,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0007,-0.97826,-0.97826,0.07232,0.05495,0.97846,0.97805,0.60065,0.00000,0.00000,0.25204
41,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0007,-0.97826,-0.97826,0.07232,0.05495,0.97846,0.97805,0.60065,0.00000,0.00000,0.25204
42,85,0,0.00000,0.00000,0.0000,0.0000,0,0,3,1.0000,0.1250,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.89153,0.00087,0.97540,0.98053,0.66534,0.00000,0.00000,0.49405
43,85,0,0.00000,0.00000,0.0000,0.0000,0,0,3,1.0000,0.1250,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.89153,0.00087,0.97540,0.98053,0.66534,0.00000,0.00000,0.49405
44,85,0,0.00000,0.00000,0.0000,0.0000,0,0,3,1.0000,0.1250,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.89153,0.00087,0.97540,0.98053,0.66534,0.00000,0.00000,0.49405
45,85,0,0.00000,0.00000,0.0000,0.0000,0,0,3,1.0000,0.1250,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.89153,0.00087,0.97540,0.98053,0.66534,0.00000,0.00000,0.49405
46,85,0,0.00000,0.00000,0.0000,0.0000,0,0,3,1.0000,0.1250,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.89153,0.00087,0.97540,0.98053,0.66534,0.00000,0.00000,0.49405
47,85,0,0.00000,0.00000,0.0000,0.0000,0,0,3,1.0000,0.1250,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.89153,0.00087,0.97540,0.98053,0.66534,0.00000,0.00000,0.49405
48,84,1,0.00000,0.00000,0.0000,0.0000,0,0,4,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.08654,0.03549,0.97801,0.97850,0.65965,0.00000,0.00000,0.46907
49,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.08654,0.03549,0.97801,0.97850,0.65965,0.00000,0.00000,0.46907
50,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.08654,0.03549,0.97801,0.97850,0.65965,0.00000,0.00000,0.46907
51,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.08654,0.03549,0.97801,0.97850,0.65965,0.00000,0.00000,0.46907
52,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.08654,0.03549,0.97801,0.97850,0.65965,0.00000,0.00000,0.46907
53,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.08654,0.03549,0.97801,0.97850,0.65965,0.00000,0.00000,0.46907
54,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9717,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.85924,0.00142,0.97552,0.98045,0.64766,0.00000,0.00000,0.41909
55,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9717,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.85924,0.00142,0.97552,0.98045,0.64766,0.00000,0.00000,0.41909
56,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9717,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.85924,0.00142,0.97552,0.98045,0.64766,0.00000,0.00000,0.41909
57,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9717,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.85924,0.00142,0.97552,0.98045,0.64766,0.00000,0.00000,0.41909
58,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9717,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.85924,0.00142,0.97552,0.98045,0.64766,0.00000,0.00000,0.41909
59,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9717,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.85924,0.00142,0.97552,0.98045,0.64766,0.00000,0.00000,0.41909
60,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9710,0.2500,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.92193,0.00200,0.97529,0.98059,0.64796,0.00000,0.00000,0.42030
61,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9710,0.2500,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.92193,0.00200,0.97529,0.98059,0.64796,0.00000,0.00000,0.42030
62,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9710,0.2500,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.92193,0.00200,0.97529,0.98059,0.64796,0.00000,0.00000,0.42030
63,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9710,0.2500,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.92193,0.00200,0.97529,0.98059,0.64796,0.00000,0.00000,0.42030
64,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9710,0.2500,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.92193,0.00200,0.97529,0.98059,0.64796,0.00000,0.00000,0.42030
65,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9710,0.2500,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.92193,0.00200,0.97529,0.98059,0.64796,0.00000,0.00000,0.42030
66,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9704,0.2500,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.08898,0.07944,0.97801,0.97851,0.65145,0.00000,0.00000,0.43451
67,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9704,0.2500,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.08898,0.07944,0.97801,0.97851,0.65145,0.00000,0.00000,0.43451
68,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9704,0.2500,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.08898,0.07944,0.97801,0.97851,0.65145,0.00000,0.00000,0.43451
69,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9704,0.2500,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.08898,0.07944,0.97801,0.97851,0.65145,0.00000,0.00000,0.43451
70,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9704,0.2500,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.08898,0.07944,0.97801,0.97851,0.65145,0.00000,0.00000,0.43451
71,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9704,0.2500,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.08898,0.07944,0.97801,0.97851,0.65145,0.00000,0.00000,0.43451
72,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9697,0.2500,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.89722,0.00290,0.97538,0.98054,0.64917,0.00000,0.00000,0.42517
73,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9697,0.2500,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.89722,0.00290,0.97538,0.98054,0.64917,0.00000,0.00000,0.42517
74,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9697,0.2500,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.89722,0.00290,0.97538,0.98054,0.64917,0.00000,0.00000,0.42517
75,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9697,0.2500,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.89722,0.00290,0.97538,0.98054,0.64917,0.00000,0.00000,0.42517
76,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9697,0.2500,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.89722,0.00290,0.97538,0.98054,0.64917,0.00000,0.00000,0.42517
77,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9697,0.2500,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.89722,0.00290,0.97538,0.98054,0.64917,0.00000,0.00000,0.42517
78,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9690,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.08885,0.07300,0.97801,0.97851,0.65258,0.00000,0.00000,0.43918
79,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9690,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.08885,0.07300,0.97801,0.97851,0.65258,0.00000,0.00000,0.43918
80,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9690,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.08885,0.07300,0.97801,0.97851,0.65258,0.00000,0.00000,0.43918
81,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9690,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.08885,0.07300,0.97801,0.97851,0.65258,0.00000,0.00000,0.43918
82,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9690,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.08885,0.07300,0.97801,0.97851,0.65258,0.00000,0.00000,0.43918
83,84,0,0.00000,0.00000,0.0000,0.0000,0,0,4,0.9690,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.08885,0.07300,0.97801,0.97851,0.65258,0.00000,0.00000,0.43918
84,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9683,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.86826,0.00392,0.97548,0.98047,0.65045,0.00000,0.00000,0.43043
85,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9683,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.86826,0.00392,0.97548,0.98047,0.65045,0.00000,0.00000,0.43043
86,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9683,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.86826,0.00392,0.97548,0.98047,0.65045,0.00000,0.00000,0.43043
87,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9683,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.86826,0.00392,0.97548,0.98047,0.65045,0.00000,0.00000,0.43043
88,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9683,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.86826,0.00392,0.97548,0.98047,0.65045,0.00000,0.00000,0.43043
89,84,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9683,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.86826,0.00392,0.97548,0.98047,0.65045,0.00000,0.00000,0.43043
90,83,1,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9246,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95401,0.00044,0.97517,0.98067,0.65804,0.00000,0.00000,0.46217
91,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9246,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95401,0.00044,0.97517,0.98067,0.65804,0.00000,0.00000,0.46217
92,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9246,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95401,0.00044,0.97517,0.98067,0.65804,0.00000,0.00000,0.46217
93,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9246,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95401,0.00044,0.97517,0.98067,0.65804,0.00000,0.00000,0.46217
94,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9246,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95401,0.00044,0.97517,0.98067,0.65804,0.00000,0.00000,0.46217
95,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9246,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95401,0.00044,0.97517,0.98067,0.65804,0.00000,0.00000,0.46217
96,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9240,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94781,0.00066,0.97519,0.98065,0.65891,0.00000,0.00000,0.46587
97,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9240,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94781,0.00066,0.97519,0.98065,0.65891,0.00000,0.00000,0.46587
98,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9240,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94781,0.00066,0.97519,0.98065,0.65891,0.00000,0.00000,0.46587
99,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9240,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94781,0.00066,0.97519,0.98065,0.65891,0.00000,0.00000,0.46587
100,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9240,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94781,0.00066,0.97519,0.98065,0.65891,0.00000,0.00000,0.46587
101,83,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9240,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94781,0.00066,0.97519,0.98065,0.65891,0.00000,0.00000,0.46587
102,82,1,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9220,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.96092,0.00002,0.97515,0.98068,0.66829,0.00000,0.00000,0.50733
103,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9220,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.96092,0.00002,0.97515,0.98068,0.66829,0.00000,0.00000,0.50733
104,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9220,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.96092,0.00002,0.97515,0.98068,0.66829,0.00000,0.00000,0.50733
105,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9220,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.96092,0.00002,0.97515,0.98068,0.66829,0.00000,0.00000,0.50733
106,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9220,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.96092,0.00002,0.97515,0.98068,0.66829,0.00000,0.00000,0.50733
107,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9220,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.96092,0.00002,0.97515,0.98068,0.66829,0.00000,0.00000,0.50733
108,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9214,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95886,0.00005,0.97515,0.98068,0.66875,0.00000,0.00000,0.50941
109,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9214,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95886,0.00005,0.97515,0.98068,0.66875,0.00000,0.00000,0.50941
110,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9214,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95886,0.00005,0.97515,0.98068,0.66875,0.00000,0.00000,0.50941
111,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9214,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95886,0.00005,0.97515,0.98068,0.66875,0.00000,0.00000,0.50941
112,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9214,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95886,0.00005,0.97515,0.98068,0.66875,0.00000,0.00000,0.50941
113,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9214,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95886,0.00005,0.97515,0.98068,0.66875,0.00000,0.00000,0.50941
114,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9195,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.93920,0.00089,0.97523,0.98063,0.67006,0.00000,0.00000,0.51542
115,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9195,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.93920,0.00089,0.97523,0.98063,0.67006,0.00000,0.00000,0.51542
116,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9195,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.93920,0.00089,0.97523,0.98063,0.67006,0.00000,0.00000,0.51542
117,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9195,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.93920,0.00089,0.97523,0.98063,0.67006,0.00000,0.00000,0.51542
118,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9195,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.93920,0.00089,0.97523,0.98063,0.67006,0.00000,0.00000,0.51542
119,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9195,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.93920,0.00089,0.97523,0.98063,0.67006,0.00000,0.00000,0.51542
120,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9188,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95762,0.00116,0.97516,0.98067,0.67045,0.00000,0.00000,0.51720
121,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9188,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95762,0.00116,0.97516,0.98067,0.67045,0.00000,0.00000,0.51720
122,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9188,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95762,0.00116,0.97516,0.98067,0.67045,0.00000,0.00000,0.51720
123,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9188,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95762,0.00116,0.97516,0.98067,0.67045,0.00000,0.00000,0.51720
124,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9188,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95762,0.00116,0.97516,0.98067,0.67045,0.00000,0.00000,0.51720
125,82,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9188,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.95762,0.00116,0.97516,0.98067,0.67045,0.00000,0.00000,0.51720
126,81,1,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9169,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.97210,0.00009,0.97510,0.98071,0.63807,0.00000,0.00000,0.38148
